MODE	GAMMA	C	NGRAM	BOW	F1 AVG	Round 1	Round 2	Round 3	Round 4	Round 5	Round 6	Round 7	Round 8	Round 9	Round 10
svm ln pos pos1	0	10	[1, 2]	74	0.6074	0.6389	0.559	0.5912	0.6626	0.5665	0.6375	0.64	0.55	0.6235	0.6049
svm ln pos pos1	0	10	[1, 2]	100	0.6102	0.618	0.6061	0.5972	0.5556	0.6047	0.6215	0.6395	0.6474	0.5963	0.6163
svm ln pos pos1	0	10	[1, 2]	124	0.5864	0.5352	0.6369	0.5542	0.6	0.6077	0.5731	0.5989	0.6154	0.575	0.5676
svm ln pos pos1	0	10	[1, 2]	150	0.6001	0.525	0.5444	0.6207	0.5882	0.5644	0.6138	0.5862	0.6163	0.6462	0.6957
svm ln pos pos1	0	10	[1, 2]	174	0.5792	0.5904	0.5795	0.5989	0.6026	0.5714	0.5537	0.5843	0.578	0.5955	0.5375
svm ln pos pos1	0	10	[1, 2]	200	0.5747	0.5304	0.5676	0.5937	0.5746	0.6049	0.4762	0.6842	0.6108	0.5697	0.5349
svm ln pos pos1	0	10	[1, 2, 3]	50	0.6033	0.5943	0.6061	0.64	0.6506	0.5632	0.6629	0.5965	0.6199	0.6096	0.4903
svm ln pos pos1	0	10	[1, 2, 3]	74	0.5845	0.5697	0.6067	0.5414	0.5276	0.6272	0.6506	0.5802	0.5665	0.5934	0.5818
svm ln pos pos1	0	10	[1, 2, 3]	100	0.5774	0.5978	0.6272	0.543	0.5732	0.5862	0.5357	0.5799	0.6092	0.5	0.6215
svm ln pos pos1	0	10	[1, 2, 3]	124	0.6034	0.6118	0.5783	0.5562	0.5987	0.6265	0.5934	0.6557	0.5955	0.6047	0.6136
svm ln pos pos1	0	10	[1, 2, 3]	150	0.5967	0.5503	0.6114	0.6667	0.6024	0.631	0.586	0.4878	0.6484	0.6296	0.5535
svm ln pos pos1	0	10	[1, 2, 3]	174	0.5976	0.5682	0.6	0.5663	0.6417	0.6114	0.5783	0.6061	0.5786	0.6047	0.6211
svm ln pos pos1	0	10	[1, 2, 3]	200	0.5817	0.6629	0.561	0.5765	0.506	0.6742	0.7263	0.538	0.5276	0.454	0.5902
svm ln pos pos1	0	10	[2, 3]	50	0.5627	0.6145	0.491	0.5031	0.5679	0.5917	0.586	0.55	0.619	0.5765	0.5276
svm ln pos pos1	0	10	[2, 3]	74	0.5644	0.5031	0.5549	0.5697	0.6282	0.6298	0.5399	0.5629	0.4375	0.6138	0.6042
svm ln pos pos1	0	10	[2, 3]	100	0.5771	0.5818	0.5698	0.6026	0.5393	0.5301	0.5621	0.6344	0.5729	0.6111	0.5665
svm ln pos pos1	0	10	[2, 3]	124	0.6015	0.6298	0.573	0.5769	0.6413	0.585	0.6067	0.5714	0.6	0.5989	0.6316
svm ln pos pos1	0	10	[2, 3]	150	0.6095	0.6444	0.617	0.5963	0.6011	0.65	0.6154	0.5679	0.6087	0.5786	0.6154
svm ln pos pos1	0	10	[2, 3]	174	0.6078	0.4878	0.6023	0.6395	0.631	0.648	0.6304	0.6298	0.5943	0.5952	0.6196
svm ln pos pos1	0	10	[2, 3]	200	0.6147	0.5595	0.6667	0.5769	0.631	0.5157	0.6667	0.6279	0.6802	0.6215	0.6011
svm ln pos neg1	0	10	[1]	50	0.4331	0.5235	0.563	0.3566	0.3846	0.3826	0.4252	0.3866	0.4539	0.4493	0.4062
svm ln pos neg1	0	10	[1]	74	0.4728	0.4878	0.432	0.5	0.5714	0.4127	0.4593	0.3969	0.5096	0.4127	0.5455
svm ln pos neg1	0	10	[1]	100	0.4569	0.5205	0.4967	0.3846	0.4167	0.4496	0.4615	0.3852	0.4507	0.5493	0.4545
svm ln pos neg1	0	10	[1]	124	0.4513	0.5041	0.3969	0.45	0.437	0.4275	0.4526	0.4056	0.4748	0.4928	0.4714
svm ln pos neg1	0	10	[1]	150	0.4534	0.5882	0.4733	0.4	0.403	0.3609	0.4167	0.4892	0.4	0.5409	0.4615
svm ln pos neg1	0	10	[1]	174	0.4502	0.5132	0.4932	0.449	0.4818	0.4762	0.3308	0.3538	0.4762	0.4098	0.518
svm ln pos neg1	0	10	[1]	200	0.4463	0.5	0.5298	0.3968	0.4342	0.4626	0.5517	0.3651	0.5101	0.3571	0.3556
svm ln pos neg1	0	10	[1, 2]	50	0.5238	0.448	0.5101	0.4885	0.4079	0.5857	0.5224	0.5432	0.5211	0.6212	0.5897
svm ln pos neg1	0	10	[1, 2]	74	0.5387	0.4776	0.5255	0.5641	0.549	0.6184	0.5733	0.5563	0.5323	0.5	0.4906
svm ln pos neg1	0	10	[1, 2]	100	0.4837	0.4432	0.5379	0.4823	0.4898	0.4328	0.4933	0.507	0.381	0.5443	0.5255
svm ln pos neg1	0	10	[1, 2]	124	0.5262	0.4444	0.6211	0.535	0.5541	0.5417	0.4545	0.5789	0.5034	0.5926	0.4364
svm ln pos neg1	0	10	[1, 2]	150	0.5225	0.5238	0.4901	0.5175	0.4762	0.5366	0.5714	0.557	0.5732	0.5035	0.4762
svm ln pos neg1	0	10	[1, 2]	174	0.5269	0.5132	0.4885	0.6228	0.4865	0.4756	0.5641	0.3975	0.5649	0.566	0.5897
svm ln pos neg1	0	10	[1, 2]	200	0.5197	0.4878	0.5096	0.5263	0.6	0.4933	0.5512	0.5122	0.543	0.4828	0.4906
svm ln pos neg1	0	10	[1, 2, 3]	50	0.4955	0.4935	0.4789	0.5223	0.5301	0.4935	0.375	0.5342	0.4895	0.4865	0.5512
svm ln pos neg1	0	10	[1, 2, 3]	74	0.5238	0.6197	0.5476	0.563	0.5752	0.4706	0.5772	0.4	0.449	0.5521	0.4837
svm ln pos neg1	0	10	[1, 2, 3]	100	0.526	0.5789	0.5696	0.5067	0.5349	0.4068	0.5789	0.4651	0.5548	0.4626	0.6012
svm ln pos neg1	0	10	[1, 2, 3]	124	0.5004	0.5333	0.6108	0.5303	0.4521	0.5605	0.4511	0.481	0.491	0.4586	0.4354
svm ln pos neg1	0	10	[1, 2, 3]	150	0.5321	0.5641	0.5677	0.5542	0.4476	0.5442	0.5175	0.5806	0.493	0.549	0.5031
svm ln pos neg1	0	10	[1, 2, 3]	174	0.5361	0.5507	0.4969	0.5882	0.5714	0.4832	0.3758	0.5278	0.5772	0.5503	0.6391
svm ln pos neg1	0	10	[1, 2, 3]	200	0.5194	0.5316	0.5405	0.5844	0.4889	0.469	0.6125	0.4511	0.4861	0.4903	0.5395
svm ln pos neg1	0	10	[2, 3]	50	0.5098	0.4923	0.5316	0.507	0.5479	0.4925	0.4895	0.5414	0.5517	0.5143	0.4298
svm ln pos neg1	0	10	[2, 3]	74	0.5274	0.5432	0.4901	0.5638	0.5405	0.5344	0.5532	0.6364	0.4818	0.4615	0.4697
svm ln pos neg1	0	10	[2, 3]	100	0.526	0.4868	0.4844	0.5342	0.5135	0.4853	0.5957	0.5096	0.6093	0.5306	0.5106
svm ln pos neg1	0	10	[2, 3]	124	0.5214	0.4247	0.5031	0.4242	0.5634	0.5038	0.5324	0.5132	0.4967	0.641	0.6115
svm ln pos neg1	0	100000	[2, 3]	150	0.535	0.5963	0.5068	0.4699	0.518	0.4496	0.6154	0.5263	0.6065	0.5256	0.5359
svm ln pos neg1	0	10	[2, 3]	174	0.5355	0.4615	0.5867	0.5509	0.5526	0.5867	0.6076	0.4444	0.4552	0.5806	0.529
svm ln pos neg1	0	10	[2, 3]	200	0.5519	0.5867	0.543	0.4828	0.5352	0.5824	0.5217	0.5695	0.5359	0.5882	0.5734
svm ln pos freq	0	10	[1]	50	0.5532	0.5342	0.5618	0.5324	0.5652	0.5591	0.5867	0.5939	0.5181	0.5109	0.5693
svm ln pos freq	0	10	[1]	74	0.5628	0.5736	0.6528	0.5644	0.5578	0.5309	0.6627	0.5752	0.527	0.5263	0.4567
svm ln pos freq	0	10	[1]	100	0.5303	0.4933	0.5181	0.4906	0.452	0.5806	0.5839	0.6588	0.4962	0.4706	0.5584
svm ln pos freq	0	10	[1]	124	0.5459	0.4812	0.5444	0.5341	0.6323	0.575	0.5455	0.5333	0.5526	0.5605	0.5
svm ln pos freq	0	10	[1]	150	0.5559	0.5563	0.6163	0.5342	0.5814	0.5811	0.5486	0.4615	0.507	0.6561	0.5161
svm ln pos freq	0	10	[1]	174	0.5272	0.55	0.4928	0.5135	0.6272	0.5143	0.5399	0.4795	0.4478	0.5409	0.5665
svm ln pos freq	0	10	[1]	200	0.5571	0.5811	0.575	0.5283	0.6265	0.5031	0.6118	0.5116	0.5067	0.6027	0.5238
svm ln pos freq	0	10	[1, 2]	50	0.6054	0.5904	0.5882	0.5584	0.6627	0.641	0.597	0.5862	0.6474	0.5442	0.638
svm ln pos freq	0	10	[1, 2]	74	0.6009	0.6057	0.6797	0.5488	0.4751	0.7073	0.6047	0.566	0.5752	0.6038	0.6429
svm ln pos freq	0	10	[1, 2]	100	0.5988	0.6364	0.5882	0.6098	0.5301	0.5828	0.6524	0.5256	0.6282	0.6145	0.6199
svm ln pos freq	0	100	[1, 2]	124	0.5818	0.5283	0.5256	0.6144	0.6821	0.5676	0.5614	0.6747	0.5424	0.5595	0.5618
svm ln pos freq	0	10	[1, 2]	150	0.6007	0.6444	0.6098	0.5906	0.5917	0.5478	0.5909	0.6	0.6049	0.6145	0.6125
svm ln pos freq	0	10	[1, 2]	174	0.5895	0.6108	0.561	0.6145	0.6977	0.6182	0.5385	0.5	0.5963	0.6092	0.5493
svm ln pos freq	0	100	[1, 2]	200	0.5703	0.6098	0.4564	0.6988	0.6135	0.5475	0.6203	0.5521	0.5488	0.5621	0.4933
svm ln pos freq	0	10	[1, 2, 3]	50	0.6105	0.6092	0.6087	0.5556	0.604	0.575	0.6748	0.5939	0.6587	0.5542	0.6707
svm ln pos freq	0	10	[1, 2, 3]	74	0.5829	0.6257	0.625	0.4898	0.6024	0.6163	0.5652	0.5594	0.5882	0.5926	0.5644
svm ln pos freq	0	10000	[1, 2, 3]	100	0.5921	0.4815	0.6049	0.6369	0.6012	0.5455	0.6286	0.6413	0.6154	0.5976	0.5677
svm ln pos freq	0	100000	[1, 2, 3]	124	0.5933	0.5988	0.5548	0.6375	0.5965	0.6437	0.5409	0.5306	0.6038	0.6087	0.6182
svm ln pos freq	0	100	[1, 2, 3]	150	0.5896	0.566	0.5067	0.6447	0.5854	0.5621	0.6395	0.6484	0.6023	0.5548	0.586
svm ln pos freq	0	10	[1, 2, 3]	174	0.582	0.4805	0.6211	0.5987	0.6135	0.6415	0.5479	0.6289	0.5632	0.5802	0.5444
svm ln pos freq	0	100	[1, 2, 3]	200	0.5968	0.619	0.6341	0.5988	0.5783	0.5185	0.6335	0.5854	0.5562	0.6776	0.5663
svm ln pos freq	0	10	[2, 3]	50	0.5533	0.527	0.5753	0.5205	0.5594	0.4713	0.5	0.5811	0.5769	0.6049	0.6164
svm ln pos freq	0	10	[2, 3]	74	0.5748	0.5674	0.6053	0.4965	0.4969	0.6243	0.5538	0.5467	0.5806	0.6065	0.6703
svm ln pos freq	0	10	[2, 3]	100	0.5593	0.5899	0.5783	0.5486	0.4636	0.5594	0.5227	0.5283	0.5318	0.6582	0.612
svm ln pos freq	0	10	[2, 3]	124	0.5713	0.5833	0.5833	0.559	0.5935	0.575	0.6087	0.5939	0.5698	0.5912	0.4552
svm ln pos freq	0	10	[2, 3]	150	0.5853	0.56	0.6746	0.6133	0.585	0.5389	0.5682	0.6049	0.6036	0.5542	0.5503
svm ln pos freq	0	10	[2, 3]	174	0.5936	0.6369	0.6154	0.6272	0.5125	0.5926	0.6272	0.617	0.5641	0.5316	0.6115
svm ln pos freq	0	10	[2, 3]	200	0.6097	0.619	0.6115	0.5952	0.6171	0.5455	0.6951	0.6506	0.6076	0.618	0.5375
svm rbf token posneg	0.001	10	[1]	50	0.631	0.6014	0.6225	0.6475	0.6846	0.5217	0.65	0.7125	0.6369	0.6216	0.6116
svm rbf token posneg	0.001	10	[1]	74	0.6591	0.6053	0.6	0.6918	0.6857	0.6282	0.6575	0.6456	0.6933	0.7219	0.6622
svm rbf token posneg	0.001	10	[1]	100	0.6826	0.6918	0.5789	0.7108	0.7059	0.702	0.7361	0.7302	0.6475	0.679	0.6434
svm rbf token posneg	0.001	10	[1]	124	0.6886	0.7182	0.6944	0.6712	0.6897	0.7436	0.6667	0.726	0.6944	0.7067	0.5752
svm rbf token posneg	0.001	10	[1]	150	0.7114	0.7134	0.7451	0.7237	0.698	0.7355	0.7407	0.7667	0.6395	0.698	0.6531
svm rbf token posneg	0.001	10	[1]	174	0.7036	0.7092	0.7485	0.6626	0.8075	0.6875	0.6846	0.7089	0.6883	0.6543	0.6849
svm rbf token posneg	0.001	10	[1]	200	0.6921	0.7296	0.7394	0.7135	0.6861	0.6711	0.6918	0.6582	0.6753	0.6846	0.6713
svm rbf token posneg	0.001	10	[1, 2]	50	0.671	0.6757	0.6939	0.6338	0.6027	0.7413	0.7317	0.6795	0.5985	0.7134	0.6395
svm rbf token posneg	0.001	10	[1, 2]	74	0.6925	0.6144	0.6423	0.7083	0.7375	0.7101	0.6842	0.6993	0.7308	0.717	0.6806
svm rbf token posneg	0.001	10	[1, 2]	100	0.7187	0.7836	0.6957	0.7111	0.6515	0.7683	0.7545	0.7194	0.6667	0.7018	0.7345
svm rbf token posneg	0.001	10	[1, 2]	124	0.7315	0.7092	0.7186	0.6957	0.75	0.6897	0.7692	0.7125	0.7821	0.732	0.7558
svm rbf token posneg	0.001	10	[1, 2]	150	0.7433	0.75	0.7412	0.7399	0.7362	0.8	0.7595	0.7578	0.7286	0.6939	0.7259
svm rbf token posneg	0.001	10	[1, 2]	174	0.7331	0.775	0.6712	0.7516	0.7453	0.6813	0.7347	0.6914	0.7702	0.7432	0.7671
svm rbf token posneg	0.001	10	[1, 2]	200	0.7375	0.7871	0.7226	0.7848	0.675	0.732	0.7528	0.795	0.7042	0.6892	0.732
svm rbf token posneg	0.001	10	[1, 2, 3]	50	0.6794	0.6443	0.7027	0.6759	0.7015	0.6905	0.6711	0.6621	0.6667	0.7	0.6797
svm rbf token posneg	0.001	10	[1, 2, 3]	74	0.6881	0.6519	0.6752	0.7389	0.7313	0.662	0.6301	0.7215	0.6567	0.6897	0.7237
svm rbf token posneg	0.001	10	[1, 2, 3]	100	0.725	0.698	0.7333	0.7355	0.6993	0.7532	0.719	0.7976	0.698	0.6853	0.7305
svm rbf token posneg	0.001	10	[1, 2, 3]	124	0.7457	0.8364	0.7692	0.7143	0.7042	0.8	0.7179	0.7075	0.7568	0.6912	0.7598
svm rbf token posneg	0.001	10	[1, 2, 3]	150	0.7419	0.7368	0.6901	0.7947	0.7853	0.7134	0.7399	0.7211	0.7949	0.6879	0.755
svm rbf token posneg	0.001	10	[1, 2, 3]	174	0.734	0.7619	0.7324	0.698	0.8042	0.7089	0.716	0.7389	0.7324	0.7226	0.7248
svm rbf token posneg	0.001	10	[1, 2, 3]	200	0.7353	0.7532	0.7222	0.6988	0.7711	0.7389	0.7326	0.7179	0.7586	0.7831	0.6765
svm rbf token posneg	0.001	1000	[2, 3]	50	0.5804	0.6331	0.6269	0.5397	0.5641	0.6377	0.6901	0.5096	0.6107	0.4964	0.4962
svm rbf token posneg	0.001	10	[2, 3]	74	0.5842	0.5926	0.6714	0.6154	0.5658	0.5	0.5714	0.5124	0.5763	0.6383	0.5984
svm rbf token posneg	0.001	10	[2, 3]	100	0.5995	0.4882	0.623	0.5185	0.6316	0.5906	0.5625	0.6357	0.6761	0.597	0.6716
svm rbf token posneg	0.001	10	[2, 3]	124	0.6249	0.5846	0.6032	0.6812	0.5547	0.6438	0.6119	0.65	0.6622	0.6531	0.6047
svm rbf token posneg	0.001	10	[2, 3]	150	0.6527	0.6515	0.7246	0.6621	0.625	0.705	0.6405	0.64	0.6519	0.6573	0.5691
svm rbf token posneg	0.001	10	[2, 3]	174	0.6579	0.6538	0.6457	0.6667	0.6345	0.6861	0.6429	0.6541	0.6569	0.6667	0.6716
svm rbf token posneg	0.001	10	[2, 3]	200	0.66	0.7532	0.6567	0.7261	0.7092	0.5736	0.6531	0.6418	0.6531	0.6429	0.5902
svm rbf token pos1	1	10	[1]	50	0.354	0.36	0.3238	0.3269	0.2946	0.283	0.367	0.3471	0.4655	0.4274	0.3448
svm rbf token pos1	1	10	[1]	50	0.3542	0.3738	0.3826	0.2041	0.3091	0.3818	0.3178	0.3871	0.354	0.3529	0.4786
svm rbf token pos1	0.1778	10	[1]	74	0.3393	0.2449	0.5467	0.2472	0.2222	0.4394	0.2574	0.3023	0.2857	0.3363	0.5113
svm rbf token pos1	0.1778	10	[1]	100	0.4518	0.4627	0.4561	0.5124	0.4483	0.4706	0.4386	0.4427	0.352	0.5312	0.4035
svm rbf token pos1	0.1778	10	[1]	124	0.4408	0.5231	0.4118	0.437	0.4615	0.4545	0.3966	0.4553	0.496	0.3652	0.4068
svm rbf token pos1	0.1778	10	[1]	150	0.4242	0.3404	0.3673	0.368	0.4138	0.6667	0.303	0.3542	0.4531	0.4923	0.4833
svm rbf token pos1	0.0316	10	[1]	174	0.4811	0.6467	0.3462	0.3363	0.2609	0.604	0.6144	0.6122	0.3967	0.3925	0.6015
svm rbf token pos1	0.0316	10	[1]	200	0.6165	0.5957	0.5874	0.6615	0.5985	0.6242	0.7303	0.5255	0.5655	0.6619	0.6144
svm rbf token pos1	1	10	[1, 2]	50	0.3864	0.359	0.3876	0.3077	0.283	0.5789	0.2832	0.5113	0.466	0.3137	0.3738
svm rbf token pos1	0.1778	10	[1, 2]	74	0.524	0.5652	0.5612	0.5299	0.4559	0.4878	0.6286	0.5185	0.5496	0.5429	0.4
svm rbf token pos1	0.1778	10	[1, 2]	100	0.4703	0.5289	0.5225	0.4746	0.433	0.4464	0.4463	0.4741	0.4737	0.4848	0.4182
svm rbf token pos1	0.1778	10	[1, 2]	124	0.5576	0.5781	0.3964	0.6806	0.6061	0.7	0.6303	0.4231	0.4762	0.6531	0.4324
svm rbf token pos1	0.0316	10	[1, 2]	150	0.6518	0.6331	0.6906	0.5957	0.6772	0.6309	0.5547	0.6968	0.6623	0.731	0.646
svm rbf token pos1	0.0316	10	[1, 2]	174	0.6448	0.6621	0.6349	0.7125	0.569	0.6857	0.5732	0.6769	0.6928	0.6447	0.5957
svm rbf token pos1	0.0316	10	[1, 2]	200	0.6548	0.6812	0.5546	0.6515	0.7239	0.6957	0.5714	0.6525	0.6562	0.6755	0.6857
svm rbf token pos1	0.1778	10	[1, 2, 3]	50	0.4238	0.2885	0.562	0.2574	0.5752	0.5395	0.1782	0.4138	0.5	0.297	0.6267
svm rbf token pos1	0.1778	10	[1, 2, 3]	74	0.5068	0.4959	0.5594	0.5571	0.528	0.4918	0.437	0.4754	0.512	0.5522	0.459
svm rbf token pos1	0.1778	10	[1, 2, 3]	100	0.4652	0.434	0.5357	0.4677	0.5167	0.4274	0.5091	0.386	0.4737	0.4828	0.4194
svm rbf token pos1	0.0316	10	[1, 2, 3]	124	0.602	0.6497	0.5714	0.5172	0.6569	0.6323	0.6712	0.6143	0.4464	0.6144	0.646
svm rbf token pos1	0.0316	10	[1, 2, 3]	150	0.6501	0.6503	0.7013	0.6286	0.6275	0.5882	0.6928	0.6614	0.7329	0.6029	0.6154
svm rbf token pos1	0.0316	10	[1, 2, 3]	174	0.6375	0.6573	0.6883	0.5882	0.6167	0.6207	0.7034	0.5674	0.6618	0.6522	0.6187
svm rbf token pos1	0.0316	100	[1, 2, 3]	200	0.649	0.6752	0.6618	0.6555	0.5821	0.6483	0.6164	0.6434	0.5954	0.7273	0.6846
svm rbf token pos1	0.001	100	[2, 3]	50	0.6634	0.6852	0.6445	0.7421	0.7048	0.6042	0.6667	0.607	0.6981	0.6368	0.6449
svm rbf token pos1	0.0056	10	[2, 3]	74	0.6705	0.6667	0.6878	0.6468	0.6124	0.6571	0.6974	0.7292	0.6957	0.6631	0.6489
svm rbf token pos1	0.1778	10	[2, 3]	100	0.6748	0.6845	0.7204	0.6381	0.612	0.6813	0.67	0.6944	0.6875	0.6776	0.6824
